Subclass	Superfamily	Family	Insertion	Count	Reads	mean_subcov
LTR	Gypsy	MDG3_LTR	MDG3_LTR$3L_RaGOO$3477604$3477883	69	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc71c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc79a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc68e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc91c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc74c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc75e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc70a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc76a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc72e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc90a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc78e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc77c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc73a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc69a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc6880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc7760>}	1.0
LINE	I	I_DM	I_DM$3L_RaGOO$3608373$3610438	0	set()	0.0
LTR	Pao	MAX_LTR	MAX_LTR$3L_RaGOO$3640512$3649209	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc93a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc92e0>}	0.48044153156260777
DNA	TcMar-Pogo	POGON1	POGON1$3L_RaGOO$3737378$3737563	7	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc95e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc94c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc96a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9580>}	1.0
DNA	P	PROTOP_A	PROTOP_A$3L_RaGOO$3740057$3741162	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$3772200$3778633	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc98e0>}	0.7205813772734339
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$3831263$3831446	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc99a0>}	1.0
LTR	Pao	ROO_I	ROO_I$3L_RaGOO$3917086$3920331	8	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9b20>}	1.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$3L_RaGOO$4182652$4182990	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc80a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc81c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc9fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8100>}	1.0
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$4323673$4327933	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8220>}	0.1288732394366197
LINE	I-Jockey	FW2_DM	FW2_DM$3L_RaGOO$4327933$4328330	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8280>}	1.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$3L_RaGOO$4604350$4608941	15	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc82e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc87c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc84c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc85e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc86a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc83a0>}	0.8385101285123067
LTR	Unknown	XDMR_DM	XDMR_DM$3L_RaGOO$4865199$4865408	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc88e0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$4959775$4960004	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc89a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8a00>}	1.0
DNA	hAT-hobo	HOBO	HOBO$3L_RaGOO$5125829$5127221	36	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca6a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca4c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca160>}	1.0
DNA	CMC-Transib	M4DM	M4DM$3L_RaGOO$5326694$5328113	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbc8940>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$5487613$5487814	11	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcab80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcaa60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcaac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcaa00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcab20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbca880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcabe0>}	1.0
DNA	hAT-hobo	HOBO	HOBO$3L_RaGOO$5592188$5593709	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcad00>}	1.0
LTR	Gypsy	MDG1_LTR	MDG1_LTR$3L_RaGOO$5842362$5848039	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcac40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcaca0>}	1.0
LTR	Gypsy	MDG1_I	MDG1_I$3L_RaGOO$5843715$5847721	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcadc0>}	0.10708936595107339
LTR	Gypsy	MDG1_LTR	MDG1_LTR$3L_RaGOO$5848126$5848479	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$3L_RaGOO$5869338$5876181	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$3L_RaGOO$5888047$5889536	0	set()	0.0
LTR	Gypsy	QUASIMODO_I	QUASIMODO_I$3L_RaGOO$5889644$5890575	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcae20>}	0.4296455424274973
LTR	Gypsy	DM297_I	DM297_I$3L_RaGOO$5890860$5891030	0	set()	0.0
LTR	Gypsy	ACCORD2_LTR	ACCORD2_LTR$3L_RaGOO$5891086$5891541	0	set()	0.0
LTR	Gypsy	Invader1_LTR	Invader1_LTR$3L_RaGOO$5891538$5892285	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$3L_RaGOO$5892606$5893516	0	set()	0.0
LTR	Gypsy	DM412	DM412$3L_RaGOO$5893670$5894147	0	set()	0.0
LTR	Gypsy	DM412	DM412$3L_RaGOO$5894148$5894718	0	set()	0.0
LTR	Gypsy	DM412	DM412$3L_RaGOO$5894697$5899036	0	set()	0.0
LTR	Gypsy	DM412	DM412$3L_RaGOO$5899030$5899441	0	set()	0.0
LTR	Gypsy	MDG1_LTR	MDG1_LTR$3L_RaGOO$5901403$5907098	0	set()	0.0
LTR	Gypsy	MDG1_I	MDG1_I$3L_RaGOO$5902786$5906792	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcaee0>}	0.10708936595107339
LTR	Gypsy	MDG1_LTR	MDG1_LTR$3L_RaGOO$5907185$5907541	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$6076614$6077027	0	set()	0.0
LINE	I-Jockey	G_DM	G_DM$3L_RaGOO$6078352$6078767	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$6089432$6089964	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$3L_RaGOO$6249327$6249681	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcb0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcb160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcb100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcb040>}	1.0
DNA	TcMar-Tc1	BARI_DM	BARI_DM$3L_RaGOO$6261385$6263102	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcb2e0>}	0.22073383808969133
LTR	Unknown	XDMR	XDMR$3L_RaGOO$6321902$6322057	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95fbcb340>}	1.0
