Subclass	Superfamily	Family	Insertion	Count	Reads	mean_subcov
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$105971$106496	0	set()	0.0
LINE	I-Jockey	G5_DM	G5_DM$4_RaGOO$109144$109954	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596520>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$113226$113390	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$113722$114081	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$4_RaGOO$118279$119514	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5963a0>}	1.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$4_RaGOO$119749$120916	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596580>}	0.9700085689802913
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$120988$121607	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$122230$123072	0	set()	0.0
DNA	TcMar-Tc1	S2_DM	S2_DM$4_RaGOO$122382$122683	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$124827$125576	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$133211$133443	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5962e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5965e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5964c0>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$133435$134172	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$133634$133927	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$137437$137638	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$137640$137924	0	set()	0.0
LINE	I	I_DM	I_DM$4_RaGOO$137984$142165	0	set()	0.0
LTR	Gypsy	Gypsy8_I	Gypsy8_I$4_RaGOO$140129$140700	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$143386$143869	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$143876$144200	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$159489$159886	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596220>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$174465$175170	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596160>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$175159$176280	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5967c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5966a0>}	0.43871543264942015
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$176579$176842	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$176843$177967	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$176932$177316	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$179192$179717	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5969a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5968e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596a60>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$181451$181844	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596dc0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$185115$185395	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596f40>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$185726$185976	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$186866$187247	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$190110$190647	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$196058$196261	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596b20>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$196262$197104	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$200712$204174	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$4_RaGOO$200824$200983	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$201786$203530	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$201835$202938	0	set()	0.0
LINE	I-Jockey	FW3_DM	FW3_DM$4_RaGOO$207608$207933	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$208132$208682	0	set()	0.0
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$4_RaGOO$210540$210804	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596ac0>}	1.0
LINE	I-Jockey	FW2_DM	FW2_DM$4_RaGOO$213374$213822	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$213822$213997	0	set()	0.0
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$4_RaGOO$215646$216731	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$4_RaGOO$220378$221042	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5961c0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$222491$222869	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596b80>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$224693$224845	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$227247$227439	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$227450$227877	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$228516$228858	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$229283$229973	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$241500$242916	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$242200$242420	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$244412$244743	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$247824$248333	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$253645$253864	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596be0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$259790$260126	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$260535$261129	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$261134$261299	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$263904$264171	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$271027$271329	0	set()	0.0
LTR	Pao	ROOA_LTR	ROOA_LTR$4_RaGOO$276778$283524	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596c40>}	1.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$284126$284786	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$285799$286298	0	set()	0.0
LTR	Gypsy	Chouto_I	Chouto_I$4_RaGOO$287278$287835	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$288646$289609	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$4_RaGOO$289601$290027	0	set()	0.0
DNA	CMC-Transib	TRANSIB3	TRANSIB3$4_RaGOO$290028$291105	0	set()	0.0
LTR	Gypsy	GTWIN_I	GTWIN_I$4_RaGOO$291408$291580	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$294533$295629	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$295781$296072	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$296102$296466	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$298489$299590	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$309347$309648	25	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5978e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5971c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5976a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5977c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5972e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5974c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5975e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5970a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5973a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597100>}	1.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$310089$310788	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$4_RaGOO$310844$311066	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$4_RaGOO$311799$315755	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$4_RaGOO$315790$316010	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$320624$321102	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597a60>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$321572$321754	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$328580$328875	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$331636$332383	0	set()	0.0
LTR	Pao	ROOA_LTR	ROOA_LTR$4_RaGOO$332683$335555	0	set()	0.0
DNA	TcMar-Tc1	TC1-2_DM	TC1-2_DM$4_RaGOO$335629$337229	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$346174$346677	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5979a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f596280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597ac0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$346998$347311	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$350949$351580	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597b80>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$356389$356651	0	set()	0.0
LINE	I-Jockey	FW3_DM	FW3_DM$4_RaGOO$356863$357603	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$357096$357433	0	set()	0.0
DNA	CMC-Transib	Transib-N1_DM	Transib-N1_DM$4_RaGOO$357906$358062	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$358464$360439	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$359422$360306	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$363076$363485	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$363603$364181	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$368479$369200	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$371072$371280	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$372449$373057	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$379041$379712	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$379229$379583	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$381062$381501	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$392199$392807	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$392920$393258	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$397155$397406	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$398031$398322	0	set()	0.0
LINE	I-Jockey	BS	BS$4_RaGOO$398878$399880	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$399951$400286	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$403562$403946	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$4_RaGOO$404235$404494	0	set()	0.0
LINE	I-Jockey	BS2	BS2$4_RaGOO$406071$406552	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$406703$407041	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$4_RaGOO$409095$410300	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$410323$410548	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$411432$411857	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597be0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$418419$418636	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$420337$420816	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$420910$422384	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$421098$422206	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$4_RaGOO$422379$422735	0	set()	0.0
DNA	P	PROTOP	PROTOP$4_RaGOO$422736$423305	0	set()	0.0
DNA	P	PROTOP_B	PROTOP_B$4_RaGOO$423295$423759	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$423769$424248	0	set()	0.0
LINE	I-Jockey	G_DM	G_DM$4_RaGOO$424251$424469	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$432687$432916	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$436459$436749	109	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5984c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5994c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a1c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5992e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5980a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5983a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5989a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5987c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5998e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599b20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5991c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5993a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5996a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5999a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5988e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5997c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5990a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5981c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a400>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5995e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598ee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599a00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599e20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598ca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5986a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5982e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59a4c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f5985e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f597fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f598a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f599460>}	1.0
LTR	Unknown	DMRP1	DMRP1$4_RaGOO$436855$437034	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$437099$437604	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$437612$438146	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$439004$439517	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59cf40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59cee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7fa95f59ce80>}	1.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$442415$443492	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$443657$444016	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$4_RaGOO$444159$447557	0	set()	0.0
LTR	Gypsy	Gypsy12A_LTR	Gypsy12A_LTR$4_RaGOO$444659$444851	0	set()	0.0
DNA	P	PROTOP_A	PROTOP_A$4_RaGOO$445127$446231	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$447558$448047	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$4_RaGOO$451210$451382	0	set()	0.0
